threshold,selected_events,fit_window_events,fit_success,m0,m0_err,gamma,gamma_err,sigma,sigma_err,fwhm_voigt,amplitude,amplitude_err,slope,slope_err,intercept,intercept_err,error_message
0.96786046,4545855,4406856,True,90.94169256579137,0.0009060347356379416,0.5000000000000001,0.002539618680161988,1.5961106244534764,0.0012193777039270224,4.033049972125931,448166.7892441121,237.48177291136435,4.407730639054166,0.30686876789055617,-855.0077502194415,24.068192446811267,
